A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T
-1.194693776,-4.571298828,-3.096319301,-1.312343445,-4.775076026,1.02486706,-2.678515751,1.368311781,3.343860536,-0.592706818,2.383725065,1.619639112,2.228710242,-2.413831559,-2.190170433,1.973559813,-0.796868549,1.560219281,-3.898886109,-2.874111011
0.529334517,4.300763564,2.751662024,5.476335319,-1.378524721,-7.956584431,-1.602109113,0.716820098,-2.053977107,-0.107318455,8.142025596,-1.506791803,-4.296463545,-3.665304725,4.014889275,-5.002972309,-0.497141324,-6.870785646,2.132050382,-0.341315116
0.518414174,-0.522318655,-6.552199422,-2.639231931,-2.354471073,1.966864003,-4.80857922,-0.800397794,1.702608057,0.300887753,3.425596293,-0.253374982,7.135159871,-3.288796724,-5.488302345,6.15170522,0.133855083,2.195038394,0.397385792,-4.205798662
-0.314030077,-2.605901932,-5.290337238,-1.215929141,-2.172186586,1.445550306,-3.532763241,-0.043184963,5.736661986,0.050631227,1.05929564,0.401514327,3.188411528,-1.658003487,-1.930246532,2.242273412,-0.916109639,-2.408709338,-1.796321719,-2.299771919
-0.668463394,-5.255054235,2.596994309,5.321423781,0.768770667,-6.154476724,3.602758958,-2.544182395,2.305025069,0.592090715,-5.261881481,-0.820154364,4.274385328,0.364747509,0.496865201,1.073779802,-0.068146633,-2.342009805,-1.060382671,-4.678072296
0.825335483,-4.463346344,3.075792035,1.079399841,-2.683227206,-1.502624097,3.872917832,-1.664046946,-2.849515019,-1.307670567,-2.074360801,-0.653728488,2.190597823,2.167981336,4.558281911,3.573557371,-1.594807009,-2.518027201,4.547343028,-2.808095576
0.286378888,2.766185404,-2.432579794,5.082118396,-4.252552339,-4.738455046,-3.24375467,1.299783602,3.887521373,-0.523602217,7.462320482,-0.247305264,-2.608017103,-5.475740422,1.018321582,-4.856686871,-1.012997954,-3.934126696,2.226669365,4.204356751
0.555195886,3.273590039,-3.207633962,3.478397397,-2.28899153,0.334220446,-3.591918173,0.940157496,4.868652832,-0.566018371,-0.132407533,-1.188217143,-2.094869107,-4.554999502,0.45548678,-6.541128987,-0.871400553,1.76008266,2.322362552,3.649066207
0.514194599,1.801265755,1.206246445,5.162459256,-2.214345987,-5.178059594,4.717341668,0.633908935,-2.132597062,-0.101136823,-4.894014927,1.649052558,4.924544791,1.913767067,3.348280877,3.058143927,1.770839002,-6.270560494,1.837612758,-2.275638626
1.502543873,-5.792096151,3.65530237,-0.107858902,-0.467501244,1.357513941,3.740087846,1.875785238,-3.216146775,1.010374424,-2.316569253,-0.390615037,6.825471284,2.138756339,2.263930976,2.383008705,0.621198766,-1.64998808,6.399515288,-7.475654611
-0.631162925,-6.111545272,-2.389058954,-3.099610123,-4.393912232,4.563567829,-6.400804437,1.243954099,-0.306542446,1.002531136,4.660939354,-0.518004449,1.453952683,-3.550533945,-4.424637543,4.026189305,-0.028209736,4.104142069,-3.839812184,-1.60861623
-0.43770444,-3.887225668,7.95870145,-0.139983652,-5.947118916,-0.055510943,5.747312979,-0.942741781,-5.246811177,0.653312765,-0.828682977,-0.02260544,0.876414157,3.68226566,2.496351477,2.147216494,-1.76462641,-2.646844578,7.08830478,-4.521168411
-0.690015011,5.875309801,-2.727359069,5.681625501,-4.113649424,-1.565053893,-2.970347197,0.086827724,6.959982073,0.158614104,7.046345115,-0.133523027,-5.993502024,-2.442770349,1.503606107,-3.438009101,0.6483866,-1.154036318,3.332375529,0.073709458
-0.805177848,0.804195274,-4.544361299,0.576676072,-5.18633767,-3.011380174,-3.980375669,-2.367276557,1.583181733,1.960340343,1.014395028,1.068691336,-1.551417479,-2.012302746,2.342263633,1.690362451,0.201588629,-2.535490115,3.069460916,4.396773473
-0.673701632,1.715026581,0.066186813,2.160997782,-2.81760502,-3.469582893,-2.439579225,0.120685141,-1.396108142,0.255988448,0.573276075,0.698566209,-2.960501943,-5.88085859,2.183703639,-3.086525693,0.349264169,-4.385088456,2.761174714,2.519228385
0.398361917,-1.651232329,-6.875118783,4.829644889,-1.83542914,-0.081123555,-2.927297421,-0.13118816,2.618275034,-0.313825725,-0.207416492,0.416382221,-0.121048588,-6.478442708,1.305359982,-4.237326114,0.2493624,-4.671051863,1.784037421,2.975806934
-1.025670935,-3.499020635,3.545459272,5.156608021,-1.88729709,-5.750456863,3.788893967,1.641499122,-1.819743254,0.217794477,-5.079369198,0.522081915,2.354833609,0.781514778,3.708426746,3.763398252,0.179294706,-3.736356159,0.235218314,-3.5874939
-0.171951404,-2.886009519,-3.663396303,-3.893909827,-2.822697069,1.676688717,-2.198916445,-2.241495611,5.351037237,1.424726516,3.331800194,1.377731972,1.964539353,-1.832514054,-4.825077576,4.045938334,-0.265982808,0.474074159,0.016798024,-7.846663554
0.346371276,6.768453528,1.847690484,0.98909347,-4.492567052,-5.02330756,-2.709533201,-2.281538048,0.558532877,0.551535981,4.389888317,2.236760877,-2.940064844,-3.423409696,5.177538505,-3.277401203,-1.59231848,-4.686790354,-1.247353399,1.512530251
0.854671819,-3.925466881,-2.699837439,-3.377238424,0.912558592,4.42331211,-5.044914201,0.698277825,-1.197897096,-1.263655825,1.547046138,0.608494051,3.191821078,-3.652541839,-3.203433626,2.332706502,-0.067679548,5.337429828,-5.580015408,-3.652611616
0.141104616,-5.354318532,-3.92412586,-4.387634957,-5.251967251,1.234190257,-5.674338507,-1.197438229,2.921236642,-1.395272733,5.701526364,-0.725596661,2.424087816,-3.905711792,-3.940901616,1.673259473,-0.1179453,2.154876756,-2.715242076,-3.139584127
1.976975032,5.610153611,-0.636601172,1.183483992,-2.462322091,-5.439846352,-2.628581899,-0.200301247,3.288416033,-0.906464114,4.561493778,0.286255701,-6.607884644,-2.292983774,3.305845545,-4.405077722,1.056409682,-4.659973057,4.40659834,0.950346082
-1.514056243,1.179673398,-4.588802774,5.656899148,-1.285725364,-0.799307816,-2.319912068,0.619208539,5.15209572,0.501118554,0.151710477,0.499205332,-1.218176578,-4.560829856,3.891356126,-5.134011002,-0.05945329,-2.978977708,5.148675534,4.488251696
-0.332396117,-4.334640956,-0.739976124,5.148601312,0.698491656,-4.590593424,6.562223949,0.580608753,-0.475894064,-0.808138435,-4.051790601,-0.836139738,3.123296423,1.821649192,2.944267006,2.484633783,-0.190776228,-2.803068352,2.559429647,-4.418336962
-1.406457718,-4.266734968,3.721157532,3.957051974,-1.573389113,-5.602844031,4.900416777,1.840006796,-1.596832959,0.813955181,-3.545538453,-0.706995117,2.372106075,1.379551059,1.152766497,3.239233922,0.013347003,-2.414539304,3.06249556,-7.50535022
-1.347698374,6.255980898,2.915176066,2.545438901,-6.531686469,-1.640293234,-4.560311727,-0.173287374,1.069050712,-0.741604519,2.09229163,1.160319543,-3.393806634,-4.754458868,1.285752533,-1.789563038,0.150458423,-2.032780938,0.035049735,-0.766534414
1.315164798,1.352076036,-5.613611355,4.968139224,-1.401948171,-4.773507573,-0.425291614,0.108770323,1.11349649,-1.948989468,1.301211723,0.716448452,-1.482749764,-3.987005437,-0.624266674,-2.158843666,-0.798050794,-3.719778098,5.696680873,4.107982123
0.355466319,-5.210082872,5.787497094,1.979022294,-4.463664532,-2.799669481,-1.904412844,-0.242550554,-2.981328329,0.778984006,-4.581856597,0.199716022,4.18439327,5.2202836,1.447379144,5.598231009,0.868979079,-1.885197406,4.396737606,-3.92388616
-1.111359168,4.364893482,-0.198510666,0.875132323,-4.167644881,2.798096128,-8.306787718,-1.790485676,4.634370052,-0.361737661,1.65937704,0.031922628,-2.103301191,-2.502260861,3.259420148,-4.470960558,-0.72601058,0.049871659,-1.069344396,1.553935835
0.32318617,-0.423473332,-4.118974029,3.524572306,-0.934224801,-2.083740669,-4.04948744,-0.438931405,1.769363848,-0.245585134,1.91603897,-0.59240989,-1.583185036,-6.076767578,0.275512399,-6.260378744,-0.520233419,-2.086602968,5.106540248,4.302762275
1.907721033,-0.434453793,4.519496106,4.021073808,-2.666832913,-3.02294946,6.395240604,0.296339714,-4.011540804,-0.274078438,-7.179326385,-0.296570691,3.034094037,1.016131552,6.147077385,4.458128229,0.565518477,-7.509519868,3.437045438,-0.272984189
-0.606727011,-7.01633955,0.80394897,-1.985504519,-0.162375929,-4.498992891,2.356859442,-1.233006548,-3.887367425,0.363609894,-5.135019192,-0.742839158,5.419202844,1.280296233,1.745618451,3.357924126,0.454147119,-3.003336614,2.270785196,-2.209810755
-1.499499985,-7.337832435,1.16519864,0.966615511,-1.066225143,-3.735199623,-0.980011419,0.677977997,-3.39729312,0.979158396,-3.668427209,-0.034818806,4.075579273,4.861828981,1.086208878,4.345412913,0.003968754,0.092720575,2.634063727,-3.17368254
-1.236767122,3.091365384,-4.153437066,1.434602558,-1.284117618,1.271030662,-5.199071129,0.261363594,4.966359722,0.405449025,-0.18644015,-1.286450791,-4.221466206,-0.081387022,4.805624343,-1.434402023,0.04127282,-2.445219571,5.552427899,5.050117529
-0.730631335,5.804835188,-1.297887475,2.640957458,-4.155671744,1.947168408,-5.354104037,0.08086542,3.760104503,-0.821964774,2.377829816,-1.437695832,-2.488425554,-5.8048807,0.517203426,-3.728220443,-1.099569149,-2.297398501,0.314060691,3.756092985
-0.752053622,-4.495930349,-4.818439305,-0.906902397,-4.167602862,3.335216193,-5.156681088,0.892993975,6.249194735,1.121179778,2.850804463,-0.748475758,2.101840714,-3.762688446,-0.29534413,0.940013642,-0.357233085,0.311804606,-4.419318781,2.480688431
1.712552908,-2.244165628,-6.387954811,-1.527225164,-5.91326927,2.319536259,-2.051670769,-0.414240225,2.074753188,-1.316539141,5.593160335,0.548337987,2.330371309,-2.671561026,-3.405038732,5.395577631,1.014446521,0.695229419,-1.833765954,-0.872306788
-1.534926887,-2.813483843,-3.226976484,-7.212500194,-3.001076081,2.044004582,-1.110575066,0.896001839,-2.062748361,-1.666621708,4.060401645,0.736944217,0.985566539,-4.457066384,-1.71609387,0.659742723,-0.180927254,4.091252956,-6.010238865,-4.24323045
-0.658596681,-4.49782606,4.553563572,-1.488336191,-0.471990304,-4.404966494,3.164007018,-0.06345862,-3.447845596,0.894841817,-1.697836506,0.231949776,6.533364458,-0.449565949,2.66975362,4.260410385,0.988675077,-1.588093754,6.812155665,-6.557410823
-0.319439277,-5.538544908,-2.620057726,-0.403957892,-3.585718224,4.106304668,-3.994271211,0.177747518,4.897952587,-0.73158718,4.233220891,-0.392670368,0.919822649,-1.357733254,-3.109274651,4.663965968,0.111922875,-0.387821797,-1.396085574,-4.602304478
-0.037295612,-0.503453643,0.460460636,3.886220233,-3.616531897,-2.298161798,1.827318076,0.855162964,-3.697542746,-0.887845465,0.276747927,-0.30452283,2.917925787,2.70603841,3.65725924,0.760814723,0.017757278,-1.72236834,2.221629562,1.118238779
1.584190391,-0.63239691,-3.701167315,-3.473157319,-4.960073089,-1.48244974,-0.785241563,-0.303395139,2.177469881,-0.423550416,1.590896451,1.037685745,4.385196375,-3.374861495,-1.561122758,2.94342881,-0.70250626,0.174914334,-3.695827253,-2.798685535
-0.622838354,-3.179575879,-0.511756497,1.556126677,-0.458299016,-0.349046486,3.337304488,-0.76632533,-4.977006962,-1.04091606,-0.157365511,-1.892827708,5.403431474,2.727695106,1.617027314,0.181479451,0.176161333,-1.798697962,5.510546457,-3.541133273
-1.660474358,-0.098287459,-4.065807513,3.14988185,0.455000899,-6.885621212,-3.60569504,0.391399251,1.351840088,-0.003397274,7.478534816,-0.706132086,-4.444982604,-1.554863397,2.43913376,-7.398410314,0.629367429,-3.166243336,5.808177027,4.988249909
-1.329284673,-2.590588719,5.994375695,3.181727104,-2.18656523,-1.426693924,2.218582432,0.352720309,-4.328238978,0.803631041,-2.608750804,0.300242192,4.520412011,2.516604682,2.740878844,2.419676064,0.174469238,-3.120473513,3.690619213,-4.880435142
1.193086175,-0.678103684,-3.831915516,6.833759149,-3.813915028,-4.737953847,0.809760483,-2.581490004,1.860251026,-0.413252787,-0.342766462,0.607345667,2.388416358,-6.732159169,4.551730924,-2.21046107,-0.400031186,-5.205355576,0.705732702,3.190216577
-0.276271696,-1.380391441,-4.330905579,-1.682011324,-3.414040753,1.502661162,-3.00015647,0.304271738,4.511487985,0.391370316,1.959778681,1.042683485,5.325142994,-0.810022295,-3.768832479,8.09467818,0.485713375,1.632891543,-0.351915452,-2.352777674
-1.226242452,-4.623885959,3.528903817,-0.640294858,-4.630113915,-1.664332988,3.154093727,-0.22681651,-3.665790546,-0.109190841,-1.527821674,-0.1575862,4.677024328,3.57354054,0.97942132,2.877731165,-0.796753478,-3.281222459,7.842452746,-5.436427195
0.193394724,-7.954684524,4.257460469,-2.818997957,-0.619142996,-3.322366245,0.38731154,0.487920017,-4.286809691,-1.073605846,-3.069614395,0.328570157,5.866125847,-0.200096759,-0.195936225,1.091181561,1.315789395,-1.363957297,1.61217034,-4.558739157
-1.625871555,-0.600123771,-2.702764065,-0.164368204,-4.047095316,3.391878754,-2.198169304,0.524500871,4.161459935,0.511195771,0.888452238,0.576013215,3.346573497,-5.340713539,-3.89708433,4.802744574,-0.423914847,4.031374655,-3.608171597,-1.772021158
-0.524727328,-3.326505631,1.768429608,0.867240947,-3.586218012,-3.825003273,5.009374982,0.463959657,-0.828417042,-0.143231602,0.786748417,-1.008402613,1.302476851,3.461917116,3.163319808,1.590312338,-0.736302827,-0.612036495,4.359719869,-1.44436166
-0.712883712,-1.99492661,5.763453844,4.013954946,-4.042730638,-2.869412195,2.680891291,0.225509846,-1.424573446,-0.858471302,-2.959137364,-2.186535061,3.873070483,2.854887211,1.212898344,2.365127018,-0.213966927,-3.604553729,4.436716892,-5.00591427
0.852905587,-4.625188301,3.36917047,2.569021122,-5.599429717,-1.640694244,-2.764062232,-0.612114941,-3.232869872,0.308557151,2.238933022,-0.605302663,0.432392133,1.52948378,3.135079133,0.371384581,0.408904106,0.621216099,0.608353891,1.123379072
0.905472242,-2.788414538,7.870218222,0.568680572,-5.99371649,-1.285142272,2.374238743,-0.9857301,-7.297260956,1.997799341,-5.474172004,0.862509346,3.364014943,2.254317339,2.82546991,4.814089781,-1.937919762,-6.055177038,5.294093244,-4.28678848
0.083806356,-1.02896368,-5.442530609,-4.288554173,-1.155390124,0.453996539,0.049148836,-1.960501905,0.340899315,1.281584726,3.572011423,-1.986475589,4.161865396,-2.035048634,-1.051608238,2.621340905,-0.703556089,1.531731862,-3.221935397,-5.293744848
1.248072081,7.377607886,2.102757752,2.472901499,-7.351646636,-5.496661095,-0.797970162,0.405189019,-1.094368009,0.035489941,1.679705758,0.159761442,-1.457221456,-5.157034284,1.859859874,1.495215004,1.682492916,-4.747713196,1.482886244,4.928844781
1.310153285,6.682222239,-3.91935016,4.534048505,-2.044074832,-4.15336206,-1.969945329,0.286853436,2.364216283,-0.514272882,5.609523113,-0.099702746,-6.612675039,0.085385129,-2.30921275,-0.001699043,-0.105602157,-2.838428367,6.004864887,1.36266001
-1.699197007,0.563475205,3.280900714,6.159716734,-4.73394379,-5.027162194,4.011613612,-0.572560163,-0.269509039,0.326130266,-3.944409212,-0.301388186,5.546507825,4.979733645,1.307102023,1.920835802,-0.292547546,-3.975206347,2.874607153,-3.017267402
-1.818305588,-2.434255921,3.340053756,2.409525894,-6.064190459,-6.587740208,5.17809187,-0.286692982,-1.590094201,-0.766511718,-2.825927061,1.420025162,2.327125365,4.359874622,0.650452246,1.963940231,0.612884086,-3.345052108,4.222892275,-1.415612818
-0.60255465,-6.49975132,2.594045624,5.347576991,-1.842615224,-4.066204977,1.609606836,0.636312454,-0.413946831,0.109025039,-2.862787609,-0.020458578,-0.049829978,4.306474828,2.719508862,4.569111932,-0.396060151,-0.326530276,0.334078427,-7.401830006
2.059288712,1.44249411,-4.87533074,-0.044424459,-1.080070726,2.252090079,-6.001192625,0.035380457,2.450883467,1.073370539,-1.032585583,1.780480027,-3.247738076,-0.164468126,2.833211945,-1.963954792,0.801304491,-0.278581085,1.492225415,4.59182435
0.3130085,-0.496866365,-5.349170117,1.446058337,-5.973262271,-1.930998478,-5.251805244,-0.486065914,2.874633462,-2.180241161,1.681603779,-1.345347643,-0.346571855,-3.705605689,4.297799278,0.807356582,-0.881720592,-5.921667508,3.900648552,7.745358791
-1.236228161,-5.889923351,4.107648095,-0.610239551,-4.295692932,-2.28699585,1.552206447,0.75415294,-2.016909993,0.746572179,-3.444976537,-0.526865393,4.009278477,6.516431251,1.679174776,3.017366651,0.83779386,-1.567459099,4.723555815,-0.788587314
0.031600911,2.095724837,-4.232373599,3.305100514,-2.61790576,0.292216935,-6.32542756,-0.194128248,3.827392259,0.74286158,2.758693693,1.961109144,-2.934729652,-3.900352623,-2.834120807,-5.130221653,0.820734632,-1.745380517,4.063287817,4.347905476
0.328392779,-6.07615503,4.011609571,0.932369325,-1.620820115,0.620857701,1.453670183,1.016699891,-4.496022236,1.397548649,-4.600284826,-0.736742272,4.036252975,3.850102268,1.393729199,2.287852785,-0.73911592,-2.43509675,2.374351845,-4.545964809
-0.249380412,-5.029167328,-3.540956577,-1.96107986,-0.443262663,5.515089064,-3.365735757,0.095080558,2.061956147,-1.761851694,3.91560815,0.799068704,2.407433985,-0.804425502,-2.515491818,2.504802054,0.649523238,4.567883384,-3.758510192,-2.888070218
